id,title,content,label,sentences,key_sentence
1095,"Vụ_nữ_sinh_bị_sát_hại_ở_Điện_Biên_Những_thủ_đoạn,_chiêu_trò_xảo_quyệt_của_Bùi_Văn_Công",'',7,23,7
1096,Xử_lý_thế_nào_với_kẻ_đâm_chết_người_cha_dắt_con_đi_chơi_công_viên,'',7,12,7
1097,"Khởi_tố,_bắt_2_cựu_bộ_trưởng_Nguyễn_Bắc_Son,_Trương_Minh_Tuấn",'',7,13,7
1098,"Mẹ_nữ_sinh_giao_gà_Gia_đình_5_bị_can_'chưa_hề_đến_xin_lỗi,_thắp_hương_cho_con_tôi'",'',7,12,7
1099,"Trước_khi_bị_đâm_chết_vì_nhầm_tưởng_bắt_cóc,_người_cha_đáng_thương_vẫn_cố_gượng_hỏi_'Con_tôi_đâu'",'',7,22,7
1100,Hàng_xóm_kể_lại_giây_phút_giải_cứu_bé_gái_8_tuổi_bị_bố_nghiện_ma_túy_đánh_đập_dã_man,'',7,26,7
1101,Người_thu_tiền_ở_chùa_Phúc_Khánh_'Thu_150_nghìn_là_thầy_đã_lỗ_chổng_vó_rồi','',7,54,7
1102,'Kim_Jong_Un_giả'_tại_Hà_Nội_là_ai,'',7,34,7
1103,"'Quái_thú'_của_TT_Trump_rời_Nội_Bài,_qua_cầu_Nhật_Tân_để_về_Hà_Nội",'',7,24,7
1104,Trung_úy_công_an_kể_khoảnh_khắc_'giành_sự_sống'_trên_cầu_Chương_Dương,'',7,17,7
1105,Vụ_nữ_sinh_giao_gà_bị_sát_hại_Có_tin_nhắn_tống_tiền_1.000_USD_gửi_đến_gia_đình_trong_thời_gian_nạn_nhân_mất_tích,'',7,17,7
1106,Bản_sao_Kim_Jongun_và_Trump_đến_Hà_Nội,'',7,15,7
1107,Ban_Bí_thư_ra_Chỉ_thị_sàng_lọc_đảng_viên,'',7,14,7
1108,Giáo_viên_bị_tố_đánh_học_sinh_ở_Lạng_Sơn_Phó_Chủ_tịch_tỉnh_chỉ_đạo,'',7,12,7
1109,Mẹ_rớt_nước_mắt_thấy_con_gái_8_tuổi_bị_bố_bạo_hành_thâm_tím_khắp_người,'',7,18,7
1110,Cựu_Thứ_trưởng_Ngoại_giao_'giải_mã'_việc_chọn_Việt_Nam_tổ_chức_thượng_đỉnh_MỹTriều,'',7,37,7
1111,Con_trai_nghi_phạm_sát_hại_vợ_rồi_phân_xác_phi_tang_'Cha_tôi_phát_hiện_bà_ấy_công_khai_tìm_bạn_tình','',7,11,7
1112,Cầm_súng_sang_nhà_hàng_xóm_bắn_2_người_thương_vong_rồi_đi_tự_thú,'',7,13,7
1113,Cuộc_'xem_mặt'_ngày_27_Tết_và_âm_mưu_bắt_cóc_nữ_sinh_ship_gà,'',7,24,7
1114,"Tai_nạn_kinh_hoàng_Chàng_trai_25_tuổi_bị_xe_lam_chở_rác_ép_dính_vào_tường,_thủng_bụng_nguy_kịch",'',7,21,7
1115,Vụ_tạt_axit_Việt_kiều_ngày_Tết_Bất_ngờ_lời_kể_của_cha_nạn_nhân,'',7,27,7
1116,Chủ_tịch_TP.HCM_nói_về_việc_tạm_ứng_kinh_phí_xây_tuyến_metro_số_1,'',7,12,7
1117,Cảnh_sát_'ru_ngủ'_chó_becgie_để_phá_sòng_bạc_gần_40_tỷ_đồng,'',7,13,7
1118,Vụ_đặt_10_thỏi_mìn_nổ_tung_nhà_anh_ruột_'Em_trai_nhiều_lần_vác_dao_đuổi_chém_tôi','',7,12,7
1119,Liên_tiếp_tai_nạn_do_xe_nổ_lốp_trên_cao_tốc_Nội_Bài__Lào_Cai,'',7,12,7
1120,Đối_tượng_vận_chuyển_gần_1_tấn_pháo_dàn_'Nổ'_quan_hệ_với_các_bác_bên_ngành_Tòa_án,'',7,11,7
1121,"Phát_hiện_xác_người_trong_bể_cá,_chủ_nhà_tự_sát_bằng_súng",'',7,16,7
1122,"Bị_chồng_đánh_đập,_vợ_tưới_xăng_đốt_chết_người",'',7,14,7
1123,Nam_thanh_niên_tới_nhà_chơi_rồi_hiếp_dâm_luôn_con_gái_13_tuổi_của_bạn_gái,'',7,13,7
1124,Bắt_2_đối_tượng_cướp_giật_240_triệu_và_nhiều_vàng_trên_phố,'',7,12,7
1125,Vụ_chủ_chuỗi_nhà_nghỉ_bị_sát_hại_ở_Hà_Nội_Cảnh_sát_dùng_chó_nghiệp_vụ_khám_nhà_nghi_phạm_ném_xác_vợ_xuống_sông_Hồng,'',7,16,7
1126,Nam_Việt_kiều_Canada_bị_tạt_axit_hỏi_anh_trai_khi_được_đưa_vào_viện_'Sao_anh_làm_vậy_với_em','',7,13,7
1127,Rơi_nước_mắt_thấy_gốc_cây_vườn_ươm_bạc_tỉ_bị_kẻ_xấu_đổ_nước_muối,'',7,17,7
1128,Vụ_nữ_sinh_giao_gà_Thủ_tướng_đề_nghị_áp_dụng_hình_phạt_nghiêm_khắc,'',7,16,7
1129,Giám_đốc_doanh_nghiệp_ở_Sài_Gòn_bị_'giang_hồ'_truy_sát,'',7,22,7
1130,"Mất_việc_vì_bị_tố_cáo_ăn_trộm,_thanh_niên_rủ_bạn_phóng_hỏa_giết_quản_lý_cũ",'',7,15,7
1131,Ý_kiến_trái_chiều_khi_khai_quật_tử_thi_thiếu_nữ_giao_gà_bị_cưỡng_bức,'',7,15,7
1132,"Vụ_nữ_sinh_giao_gà_bị_hiếp,_giết_'Họ_chửi_tôi_là_ác_quỷ,_bênh_con'",'',7,69,7
1133,Hà_Nội_lên_tiếng_về_thông_tin_Chủ_tịch_UBND_TP_sử_dụng_hồ_sơ_tài_liệu_giả,'',7,17,7
1134,Giáo_viên_bị_tố_đánh_học_sinh_ở_Lạng_Sơn_là_người_có_chuyên_môn_cao,'',7,17,7
1135,Em_trai_đặt_mìn_mưu_sát_gia_đình_anh_ruột_khiến_3_người_bị_thương,'',7,14,7
1136,Tâm_lý_tội_phạm_của_các_đối_tượng_giết_nữ_sinh_giao_gà_chiều_30_Tết,'',7,12,7
1137,Vì_sao_Cảnh_sát_không_truy_ngay_số_điện_thoại_của_'người_đàn_ông_lạ_mặt'_yêu_cầu_nữ_sinh_giao_gà,'',7,11,7
1138,"Vụ_nữ_sinh_giao_gà_bị_sát_hại_Kẻ_chủ_mưu_thản_nhiên_đi_ăn_phở,_còn_cùng_mọi_người_suy_đoán_xem_ai_là_hung_thủ",'',7,12,7
1139,12_năm_tù_vì_trộm…_xe_của_mình,'',7,34,7
1140,"Vụ_cô_gái_giao_gà_Dân_phát_hiện,_sao_khen_thưởng_lực_lượng_phá_án",'',7,11,7
1141,Người_dân_ghi_được_hình_kẻ_chủ_mưu_sát_hại_nữ_sinh_giao_gà_sau_vụ_va_chạm_giao_thông_hôm_28_Tết,'',7,11,7
1142,Lời_khai_'chỉ_chọn_D._để_gây_án'_của_bị_can_Bùi_Văn_Công_vẫn_là_ẩn_số,'',7,11,7
1143,Cuộc_sống_trên_'hòn_đảo'_bí_hiểm_giữa_sông_Hồng,'',7,106,7
1144,"Clip_Thấy_chồng_ngồi_lì_đánh_bạc_ngoài_ngõ,_vợ_nổi_cơn_tam_bành_cầm_chổi_đánh_tới_tấp,_xách_cổ_áo_lôi_thẳng_về_nhà",'',7,23,7
1145,'Đứa_con_ngoan_hiền'_bỗng_thành_ác_thú_do_ma_túy,'',7,13,7
1146,Hành_trình_phá_án_vụ_cô_gái_giao_gà_chiều_30_Tết_bị_hãm_hiếp_tập_thể_rồi_sát_hại_ở_Điện_Biên,'',7,30,7
1147,Những_khoảnh_khắc_nghẹt_thở_vụ_tội_phạm_ma_tuý_ôm_súng_cố_thủ_trong_xe_bán_tải,'',7,17,7
1148,4_nghi_vấn_cần_giải_đáp_trong_vụ_nữ_sinh_giao_gà_bị_giết,'',7,42,7
1149,"Tâm_sự_đau_xót_của_bố_mẹ_nghi_phạm_trẻ_nhất_vụ_nữ_sinh_giao_gà_bị_sát_hại_'Nó_cầm_xẻng_ra_khỏi_nhà,_ngờ_đâu_lại_là_hôm_nó_đi_gây_tội'",'',7,19,7
1150,Cục_trưởng_Đường_sắt_Chất_lượng_toa_xe_kém_dễ_gây_trật_bánh_tàu,'',7,13,7
1151,(HOT)_Hé_lộ_động_cơ_gây_án_thực_sự_của_5_nghi_can_sát_hại_nữ_sinh_ở_Điện_Biên,'',7,41,7
1152,"Gia_đình_nữ_sinh_giao_gà_đau_lòng_vì_con_gặp_nạn_còn_bị_vu_oan_'Họ_bảo_tôi_giả_tạo,_tiếc_tiền_không_chuộc_nên_con_mới_bị_giết'",'',7,13,7
1153,Đã_bắt_được_tên_cướp_'số_nhọ'_lọt_trọn_vào_khung_hình_khi_đang_thò_tay_giật_túi_xách_ở_trung_tâm_Sài_Gòn,'',7,11,7
1154,Vụ_cô_gái_giao_gà_bị_giết_hại_5_bị_can_có_mối_quan_hệ_thế_nào,'',7,12,7
1155,"Vây_nhóm_đối_tượng_mang_ma_túy_và_vũ_khí_nóng_ở_Hà_Tĩnh,_tóm_được_'chàng_rể'_đánh_mẹ_vợ_gãy_xương",'',7,13,7
1156,Vụ_nữ_sinh_bị_sát_hại_khi_đi_giao_gà_chiều_30_Tết_Không_chỉ_có_một_đối_tượng_xâm_hại_tình_dục_nạn_nhân,'',7,15,7
1157,Công_an_Hà_Tĩnh_liên_tiếp_phá_án_ma_túy,'',7,15,7
1158,Vụ_sát_hại_nữ_sinh_giao_gà_'Lời_khai_nhóm_gây_án_còn_nhiều_mâu_thuẫn','',7,28,7
1159,Nhóm_người_bịt_mặt_tấn_công_lái_xe_qua_trạm_BOT_Bắc_Hải_Vân,'',7,11,7
1160,Chùa_Phúc_Khánh_lên_tiếng_việc_từ_chối_giải_hạn_vì_thiếu_50_nghìn_đồng,'',7,20,7
1161,Thứ_trưởng_Văn_hóa_đề_nghị_Giáo_hội_Phật_giáo_cấm_dâng_sao_giải_hạn,'',7,27,7
1162,Vụ_án_hiếp_dâm_từng_gây_chấn_động_dư_luận_10_năm_tù_của_thủ_phạm_diễn_ra_thế_nào,'',7,18,7
1163,"Người_chồng_sát_hại,_phi_tang_xác_nữ_chủ_chuỗi_nhà_nghỉ_xuống_sông_có_thể_đối_diện_án_tử_hình",'',7,18,7
1164,Vụ_thu_giữ_300_kg_ma_túy_đá_ở_Hà_Tĩnh_Hé_lộ_ông_trùm_bí_ẩn_của_lô_hàng_trăm_tỷ,'',7,19,7
1165,"Vụ_nữ_sinh_bị_sát_hại_khi_đi_giao_gà_chiều_30_Tết_Nghi_phạm_thứ_5_ít_tuổi_nhất_sinh_năm_1993,_nghiện_ma_tuý",'',7,12,7
1166,Lời_khai_của_nghi_phạm_sát_hại_vợ_trước_mặt_con,'',7,15,7
1167,Nhiều_khuất_tất_trong_vụ_án_tạt_axit_Việt_kiều_ngày_Tết,'',7,29,7
1168,Cướp_phết_Hiền_Quan_Bạo_lực_hay_thượng_võ,'',7,18,7
1169,Bình_luận_Kỳ_lạ_ngôi_làng_có_tục_thờ_chó_đá_400_tuổi_ở_Hà_Nội,'',7,28,7
1170,Xúc_động_lễ_cưới_đặc_biệt_của_hai_liệt_sĩ_hy_sinh_anh_dũng_ngày_1721979,'',7,22,7
1171,Ấn_Đền_Trần_sẽ_phát_không_giới_hạn,'',7,12,7
1172,NÓI_THẲNG_Tiền_dân_đóng_phí_BOT_đang_chảy_về_đâu,'',7,15,7
1173,Công_bố_kết_luận_điều_tra_vụ_mại_dâm_liên_quan_tới_Á_hậu_ở_Sài_Gòn_do_'tú_ông'_Kiều_Đại_Dũ_điều_hành,'',7,12,7
1174,"Vụ_đối_tượng_cầm_súng,_lựu_đạn_cố_thủ_Thu_giữ_gần_10_kg_ma_túy",'',7,22,7
1175,"Sự_lì_lợm_của_nghi_phạm_thứ_2_vụ_sát_hại_nữ_sinh_giao_gà_Khai_báo_quanh_co,_một_mực_phủ_nhận_phạm_tội",'',7,22,7
1176,Chung_cư_An_Bình_City_ngập_nước_vì_vỡ_đường_ống_cứu_hỏa,'',7,16,7
1177,Khẩu_súng_của_nhóm_cố_thủ_trong_ôtô_suốt_nhiều_giờ_đã_lên_đạn,'',7,13,7
1178,"Đi_qua_hàng_rào_nhiễm_điện,_2_vợ_chồng_chết_thảm",'',7,11,7
1179,"Xe_container_đâm_liên_hoàn_trên_quốc_lộ,_1_người_chết,_7_bị_thương",'',7,14,7
1180,Những_người_thoát_chết_kể_lúc_'tử_thần_container'_lao_vào_nhà,'',7,25,7
1181,"Việt_kiều_bị_tạt_axit,_cắt_gân_chân_Bạn_bè_ở_Canada_nói_về_nạn_nhân",'',7,25,7
1182,"Vụ_Việt_kiều_bị_tạt_axit,_cắt_gân_chân_Hai_người_đàn_ông_đè_người_Tom_xuống_và_cắt_3_nhát",'',7,23,7
1183,Biểu_hiện_lạ_của_người_bố_9x_trước_khi_sát_hại_con_trai_10_tháng_tuổi_trong_nhà_tắm,'',7,16,7
1184,Hà_Nội_Người_phụ_nữ_tử_vong_ngày_mồng_1_Tết_sau_khi_có_vật_lạ_tẩm_xăng_được_ném_vào_nhà,'',7,12,7
1185,"Lần_thứ_3_xuất_hiện_hình_ảnh_nhóm_người_trải_bạt_ngồi_ăn_uống_trên_cao_tốc,_dân_mạng_ngán_ngẩm_'Phải_chăng_là_trào_lưu_thách_thức_tử_thần'",'',7,14,7
1186,Trạm_thu_phí_cao_tốc_Long_Thành__Dầu_Giây_bị_kiểm_tra,'',7,11,7
1187,Cha_Việt_kiều_bị_tạt_axit_nói_gì_về_nghi_vấn_người_anh_rời_quê_sớm,'',7,18,7
1188,Bị_từ_chối_giải_hạn_vì_'thiếu_lễ'_50_nghìn_đồng_Giáo_hội_Phật_giáo_có_ý_kiến,'',7,14,7
1189,Chuyện_2_bé_gái_chạy_quân_Trung_Quốc_lạc_cha_mẹ_23_ngày_trong_rừng,'',7,61,7
1190,Truy_bắt_người_đàn_ông_dùng_búa_đập_đầu_vợ_tới_chết,'',7,11,7
1191,Nghi_phạm_sát_hại_nữ_sinh_giao_gà_định_gây_án_từ_28_Tết,'',7,15,7
1192,Nam_Việt_kiều_Canada_bị_tạt_axit_khi_về_quê_ăn_Tết_'Tôi_la_lớn_kêu_cứu_thì_họ_dùng_dao_chặt_chân','',7,15,7
1193,Người_đàn_ông_khốn_khổ_vì_bỗng_dưng_bị_vu_oan_là_hung_thủ_sát_hại_nữ_sinh_giao_gà_chiều_30_Tết,'',7,12,7
1194,Nhóm_người_nước_ngoài_sang_Việt_Nam_giả_công_an_lừa_tiền_tỷ,'',7,15,7
1195,"Xét_xử_vụ_truyện_tranh_Thần_đồng_đất_Việt_'Sự_thật_trước_sau_gì_cũng_như_thế,_tôi_vẫn_tự_tin_mình_là_tác_giả'",'',7,15,7
1196,Vụ_chồng_giết_vợ_rồi_tự_tử_Nạn_nhân_có_thể_bị_bóp_cổ,'',7,12,7
1197,Vụ_nữ_sinh_giao_gà_bị_sát_hại_Hùng_từng_điều_khiển_xe_máy_của_nạn_nhân_về_nhà_người_thân,'',7,16,7
1198,"Rúng_động_Nghi_án_chồng_giết_vợ,_cắt_xác_phi_tang_xuống_sông_Hồng",'',7,22,7
1199,Vụ_tạt_a_xít_ở_Quảng_Ngãi_Các_đối_tượng_ra_tay_chưa_đầy_20_giây,'',7,15,7
1200,Thực_hư_câu_chuyện_dân_'mất_nhà'_sau_khi_về_quê_ăn_Tết,'',7,21,7
1201,"Bắt_quả_tang_chồng_ngoại_tình,_vợ_bầu_vượt_mặt_lao_vào_quán_trà_sữa_đánh_ghen_'Tao_suýt_sảy_thai_vì_mày_đấy'",'',7,23,7
1202,Việt_kiều_bị_tạt_axít_và_chém_đứt_gân_chân_khi_chở_bạn_gái_đi_chơi_được_chuyển_qua_Canada_điều_trị_bằng_chuyên_cơ,'',7,17,7
1203,"Lo_ngại_Việt_kiều_bị_tạt_axit,_chém_đứt_gân_chân_không_đủ_sức_khỏe_về_thẳng_Canada,_chuyên_cơ_chở_nạn_nhân_phải_hạ_cánh_xuống_Thái_Lan",'',7,15,7
1204,Lãnh_đạo_VEC_'Sẵn_sàng_tiếp_bất_cứ_ai_muốn_biết_việc_thu_phí_ở_cao_tốc','',7,33,7
1205,Bị_từ_chối_giải_hạn_vì_'thiếu_lễ'_50_nghìn_đồng,'',7,25,7
1206,Cô_gái_22_tuổi_mắc_ung_thư_gan_giai_đoạn_cuối_hiến_tặng_giác_mạc,'',7,34,7
1207,Bộ_Y_tế_yêu_cầu_làm_rõ_thông_tin_'nín_thở_đi_vệ_sinh'_tại_bệnh_viện,'',7,13,7
1208,Tâm_sự_đẫm_nước_mắt_của_người_mẹ_khi_con_bị_giết_dã_man_ở_Điện_Biên,'',7,18,7
1209,Vụ_lật_xe_khách_ở_Khánh_Hòa_'Gãy_xương_sườn_nhưng_tôi_tìm_vợ_trước_tiên','',7,19,7
1210,Xe_khách_tông_nhà_dân_38_người_bị_thương_đã_chạy_quá_tốc_độ,'',7,13,7
1211,"Cuộc_gọi_cuối_cùng_của_chị_gái_nữ_sinh_giao_gà_vào_đêm_30_Tết_'Suốt_1_phút_chỉ_nghe_tiếng_gió_rít_như_đang_đi_xe,_sau_đó_thì_tắt_vụt'",'',7,19,7
1212,Vụ_nữ_sinh_giao_gà_bị_sát_hại_Cuộc_tìm_kiếm_tuyệt_vọng_đêm_giao_thừa,'',7,39,7
1213,"Vụ_chồng_nghi_sát_hại_vợ_rồi_tự_tử,_bỏ_lại_con_nhỏ_khóc_ngất_tại_hiện_trường_Tìm_thấy_lá_thư_có_nội_dung_buồn_chán",'',7,26,7
1214,Nhân_viên_cây_xăng_bị_giết_sáng_30_Tết_Lời_khẩn_cầu_nhói_lòng_của_người_cha,'',7,18,7
1215,"Người_phụ_nữ_đầu_tiên_phát_hiện_thi_thể_nữ_sinh_giao_gà_'Lúc_đó_tôi_chạy_ngay_về_báo_chồng,_anh_ấy_tỏ_ra_bất_ngờ,_sau_đó_thì_bị_tạm_giữ'",'',7,26,7
1216,Vụ_nữ_sinh_bị_giết_tại_Điện_Biên_Vết_máu_nạn_nhân_trên_xe_tải,'',7,21,7
1217,4_giờ_truy_bắt_cán_bộ_ngân_hàng_dùng_dao_chém_bố_tử_vong_ngày_Tết,'',7,19,7
1218,Vào_tù_vì_cùng_con_trai_'đọ_sức'_với_nhóm_người_vừa_ăn_nhậu,'',7,13,7
1219,Nghi_phạm_sát_hại_nữ_sinh_đi_giao_gà_dịp_Tết_bị_khởi_tố,'',7,15,7
1220,"Phó_phòng_ngân_hàng_giết_bố,_đâm_mẹ_âm_tính_với_heroin",'',7,11,7
1221,Lời_khai_trái_chiều_của_nghi_phạm_giết_nữ_sinh_đi_giao_gà_dịp_Tết,'',7,20,7
1222,"Kiểm_tra_nhóm_xăm_mình,_bắt_băng_cho_vay_nặng_lãi_kiểu_'mua_hàng_trả_góp'",'',7,15,7
1223,Phó_phòng_ngân_hàng_đâm_chết_bố_đẻ_Em_gái_bị_chém_đã_bị_sảy_thai,'',7,11,7
1224,"Người_dân_gần_nơi_được_cho_là_hiện_trường_đầu_tiên_vụ_nữ_sinh_giao_gà_mất_tích_'Sau_vụ_án,_có_2_thanh_niên_hôi_hám_chạy_vào_dọa_nạt_đòi_xem_camera'",'',7,23,7
1225,5_tiếng_chạy_trốn_của_nghi_can_truy_sát_cả_nhà_trong_ngày_Tết,'',7,19,7
1226,"Thượng_tọa_Thích_Nhật_Từ_Cúng_dâng_sao_giải_hạn_là_'phản_khoa_học,_phản_nhân_quả'",'',7,16,7
1227,Xe_tải_'bay'_lên_nóc_nhà_ven_đường,'',7,11,7
1228,Cảnh_sát_Hà_Nội_'tóm_sống'_siêu_xe_Ferrari_488_GTB_15_tỷ,'',7,11,7
1229,Cuộc_điện_thoại_thay_đổi_số_phận_đứa_trẻ_sinh_ra_từ_người_mẹ_tự_tử,'',7,26,7
1230,"Boeing_hạng_nặng_sẽ_chở_ôtô,_trực_thăng_của_Tổng_thống_Mỹ_đến_Việt_Nam",'',7,20,7
1231,"Giám_định_mẫu_máu_của_phó_phòng_ngân_hàng_đâm_chết_bố,_chém_mẹ_và_em_gái",'',7,12,7
1232,Bố_khóc_lóc_suốt_ngày_không_ngừng_trước_khi_bế_con_trai_10_tháng_tuổi_vào_nhà_tắm_sát_hại,'',7,28,7
1233,Phút_chạm_mặt_nhóm_nghi_can_buôn_ma_túy_ôm_lựu_đạn_cố_thủ_trong_ôtô,'',7,34,7
1234,5h_nghẹt_thở_vây_ráp_kẻ_buôn_ma_túy_ôm_súng_cố_thủ,'',7,11,7
1235,Việt_kiều_bị_tạt_axit_ngày_Tết_Anh_trai_nạn_nhân_rời_quê_bất_thường,'',7,25,7
1236,"Đối_tượng_dùng_lựu_đạn,_súng_cố_thủ_là_tay_'anh_chị_bất_hảo'",'',7,16,7
1237,Vụ_nữ_sinh_đi_giao_gà_bị_sát_hại_ở_Điện_Biên_Xác_định_nghi_can_thứ_2,'',7,37,7
1238,"Nữ_sinh_lớp_9_bị_nam_sinh_lớp_7_hãm_hiếp,_cứa_cổ_vẫn_phải_nghỉ_học_tạm_thời",'',7,12,7
1239,VKS_đề_nghị_tính_lại_thiệt_hại_trong_vụ_Vũ_'Nhôm'_thâu_tóm_đất_vàng,'',7,14,7
1240,Toàn_bộ_3_người_ôm_súng_cố_thủ_trong_xe_đã_bị_khống_chế,'',7,20,7
1241,Tướng_công_an_nói_gì_về_nghi_phạm_sát_hại_nữ_sinh_giao_gà_dịp_Tết,'',7,21,7
1242,Vụ_án_lấy_xe_máy_của_bà_bán_bánh_da_lợn,'',7,26,7
1243,Người_đàn_ông_U60_đổ_thuốc_trừ_sâu_hãm_hại_cả_gia_đình_'tình_hờ'_ngày_mùng_1_Tết,'',7,11,7
1244,Phát_hiện_vết_máu_của_nữ_sinh_bị_sát_hại_khi_đi_giao_gà_cho_mẹ_chiều_30_Tết_trên_thùng_xe_tải,'',7,20,7
1245,Đang_khám_nhà_nghi_phạm_sát_hại_nữ_sinh_viên_ở_Điện_Biên,'',7,14,7
1246,Nhiều_người_nguy_kịch_vì_nhiễm_cúm_AH1N1,'',7,22,7
1247,Hơn_30_hành_khách_la_hét_trên_ôtô_giường_nằm_lao_vào_nhà_dân,'',7,12,7
1248,Vụ_nữ_sinh_viên_bị_sát_hại_ở_Điện_Biên_Có_đồng_phạm,'',7,12,7
1249,Rùng_mình_lời_khai_nghi_phạm_vụ_nữ_sinh_bị_giết_khi_đi_giao_gà,'',7,12,7
1250,VKS_Cấp_cao_đề_nghị_bác_toàn_bộ_yêu_cầu_bồi_thường_của_Vinasun,'',7,17,7
1251,Chuyện_tên_cướp_thích_đùa_và_lời_thách_thức_công_an_'giỏi_thì_bắt_tao_đi','',7,86,7
1252,Nhà_hàng_ở_Nha_Trang_'chặt_chém'_khách_sẽ_bị_xử_phạt_thế_nào,'',7,12,7
1253,"Bị_truy_sát,_tài_xế_chạy_vào_trụ_sở_cảnh_sát_cầu_cứu",'',7,13,7
1254,"'Dâng_sao,_giải_hạn_là_mê_tín,_thiếu_hiểu_biết_về_luật_nhân_quả'",'',7,23,7
1255,Phóng_hỏa_đốt_nhà_bố_vợ_rồi_nhảy_vào_đám_cháy_tự_thiêu,'',7,11,7
1256,Biên_giới_tháng_21979_Bài_học_xương_máu_cho_hậu_thế,'',7,52,7
1257,Ảnh_độc_từ_cuộc_chiến_chống_Trung_Quốc_và_nước_mắt_người_cầm_máy,'',7,48,7
1258,"Mẹ_bỏ_đi_biệt_tích,_ba_đứa_trẻ_ngã_quỵ_trước_linh_cữu_người_cha_vừa_qua_đời_vì_tai_nạn_giao_thông",'',7,30,7
1259,"Hà_Nội_Về_quê_ăn_Tết,_khi_trở_lại_chẳng_thấy_nhà_đâu",'',7,20,7
1260,"Nghi_vợ_quan_hệ_đồng_tính,_chồng_đâm_chết_2_phụ_nữ",'',7,14,7
1261,Khởi_tố_vụ_án_tài_xế_tông_cọc_tiêu_trạm_BOT,'',7,16,7
1262,"Hành_trình_15_giờ_phá_án,_bắt_2_kẻ_cướp_trạm_thu_phí_Dầu_Giây",'',7,19,7
1263,Sếp_hình_sự_cải_trang_quật_ngã_nghi_can_cướp_trạm_thu_phí_Long_Thành,'',7,25,7
1264,Xót_xa_lời_kể_của_mẹ_cô_gái_bị_sát_hại_khi_đi_ship_gà_chiều_30_Tết,'',7,13,7
1265,Lính_hình_sự_và_những_cuộc_di_lý_thót_tim,'',7,41,7
1266,Thu_hồi_thêm_gần_1_tỷ_đồng_trong_vụ_2_kẻ_dùng_súng_cướp_trạm_thu_phí_cao_tốc_Dầu_Giây,'',7,12,7
1267,"Kỳ_lạ_bản_'nát'__Nơi_đàn_ông_uống_rượu_thay_cơm,_say_sưa_tối_ngày",'',7,31,7
1268,Bỏ_tiền_xu_lấy_thẻ_xăm_bằng_máy_tự_động_Người_Sài_Gòn_nườm_nượp_'xem_quẻ'_đầu_năm_thời_công_nghệ_4.0,'',7,20,7
1269,"Hơn_2.700_'heo_vàng'_được_sinh_ra,_80_người_chết_tại_bệnh_viện_ở_TP.HCM_dịp_Tết_Nguyên_Đán_2019",'',7,15,7
1270,Đơn_vị_quản_lý_có_quyền_cấm_ôtô_vào_cao_tốc_hay_không,'',7,39,7
1271,'VEC_không_có_quyền_cấm_vĩnh_viễn_2_ôtô_vào_cao_tốc','',7,16,7
1272,Chân_dung_ông_trùm_băng_tín_dụng_đen_lớn_nhất_nước,'',7,17,7
1273,"Quá_trình_2_nghi_can_cầm_súng_đột_nhập_vào_trạm_thu_phí,_khống_chế_nhân_viên_cướp_2.2_tỷ_đồng_mùng_3_Tết",'',7,14,7
1274,Tài_xế_gây_tai_nạn_có_bị_khởi_tố_nếu_nạn_nhân_xin_miễn_xử_lý_hình_sự,'',7,12,7
1275,Nghi_can_cướp_2_tỷ_của_trạm_thu_phí_Long_Thành__Dầu_Giây_bị_bắt,'',7,15,7
1276,"Cao_tốc_Long_Thành_ùn_tắc_6_km,_tài_xế_đòi_xả_trạm",'',7,14,7
1277,Chuyện_chưa_kể_về_chuyên_án_ngược_núi_truy_bắt_kẻ_biến_thái_những_ngày_cận_Tết,'',7,35,7
1278,40_trinh_sát_phá_kỳ_án_xác_chết_dưới_mương_nước,'',7,22,7
1279,"Không_có_tiền_tiêu_tết,_hai_tên_trộm_9X_đột_nhập_biệt_thự_trộm_tài_sản",'',7,19,7
1280,Vụ_sát_hại_lái_xe_taxi_Hành_trình_phá_án_vất_vả_ít_ai_biết_của_trinh_sát_hình_sự,'',7,24,7
1281,Cha_của_nghi_phạm_sát_hại_tài_xế_taxi_ở_Hà_Nội_cay_đắng_nói_về_đứa_con_biền_biệt_2_năm_không_liên_lạc,'',7,38,7
1282,Dấu_vân_chân_tố_giác_kẻ_trộm_vàng_liên_tỉnh_mang_nhiều_lệnh_truy_nã,'',7,23,7
1283,Vén_màn_bí_ẩn_vụ_án_vợ_sát_hại_chồng,'',7,14,7
1284,Tên_cướp_khét_tiếng_Dũng_'chim_xanh'_Lối_rẽ_của_gã_võ_sư_Taekwondo_hâm_mộ_tướng_cướp,'',7,23,7
1285,"Truy_bắt_đồng_bọn_của_thiếu_niên_14_tuổi_đạp_ngã_xe_cô_gái,_cướp_táo_tợn_ở_Sài_Gòn",'',7,12,7
1286,Hành_trình_triệt_phá_băng_tín_dụng_đen_lớn_nhất_nước,'',7,29,7
1287,Giải_cứu_2_cô_gái_bị_lừa_bán_sang_biên_giới,'',7,12,7
1288,"Chân_dung_'sống_ảo',_nghiện_game_nặng_của_nghi_phạm_giết_tài_xế_taxi",'',7,17,7
1289,"Cưỡng_hiếp_bất_thành,_nam_thanh_niên_ném_cô_gái_tâm_thần_xuống_sông",'',7,11,7
1290,Nghi_can_giết_tài_xế_taxi_ở_Mỹ_Đình_khai_gì_khi_bị_bắt,'',7,11,7
