id,newspaper_id,content,label,RandomForest_tfidf_label,RandomForest_word2vec_label,LogisticRegression_tfidf_label,LogisticRegression_word2vec_label,Gaussian_tfidf_label,Gaussian_word2vec_label,isTrain,average_label
830,33,"Trường hợp giết_người của nghi can Tiến_trong vụ_án này có_thể được xếp vào nhóm tội_phạm hành_động tùy_hứng , nghĩ gì làm_đó , không_cần chuẩn_bị trước ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
831,33,"Hành_vi của Tiến_không thuộc nhóm tội_phạm bạo_lực có tổ_chức , hành_động có kịch_bản rõ_ràng , bố_trí kế_hoạch thực_hiện cụ_thể và chi tiết",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
832,33,"Rất có_thể quá_trình đưa nữ_giám_thị đi đến các điểm mà hành_khách yêu_cầu thì tài_xế mới nảy_sinh ý_định cướp tài_sản ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
833,33,"Bằng_chứng là tài_xế này không có sự_chuẩn_bị về công_cụ như dây thừng , dao mà ra_tay sát_hại bằng cách bóp_cổ
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
834,33,"Lý giải về động_cơ gây_án , tâm_lý phạm_tội của nghi can_Tiến , trao_đổi với PV báo Người đưa_tin , thạc_sĩ luật_học chuyên_ngành hình_sự Nguyễn_Thị_Hằng ( Chi_hội luật_gia Đông_Đô ) cho_rằng , trong khoa_học về tâm_lý tội_phạm thì tội_phạm được chia_làm nhiều loại và không_phải hành_vi phạm_tội nào_cũng theo một logic nhất định",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
836,33,"Thông thường , với nhóm phạm_tội kiểu này thì ý_thức về hậu_quả xảy_ra sẽ trở_nên mơ_hồ thời_điểm gây_án và chỉ khi gây_án xong họ mới dần nhận_thực được điều_gì vừa xảy_ra nhưng dường_như đã_không kiểm_soát được hậu_quả từ_đó nảy_sinh ý_định trốn_tránh trách_nhiệm ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
837,33,"Dòng tin_nhắn ám_ảnh của nữ_giám_thị trước_khi bị sát_hại Nữ_giám_thị bị sát_hại  Xót_xa nhìn tấm bằng cử_nhân chưa kịp nhận Vụ nữ_giám_thị 9X bị sát_hại , vứt xác phi_tang  Khởi_tố tài_xế taxi Nên đọcLý giải về việc gây_án chỉ vì muốn có tiền nộp lệnh cho công_ty của nghi can_Tiến , thạc_sĩ Hằng cho_rằng  Đây là biểu_hiện của sự_bế_tắc trong tâm_lý người phạm_tội ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
838,33,"Vì bế_tắc , mất phương_hướng trong vấn_đề tiền_bạc nên dễ lóe sáng trong đầu ý_thức tiêu_cực , trái pháp_luật ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
839,33,"Điều này cũng chứng_tỏ , nghi can là người khá thiếu nghị_lực trong cuộc_sống ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
840,33,"Khi gặp khó_khăn thì không có giải_pháp , dần đưa_đến chuyện trộm_cắp , cướp để nhanh giải_quyết được vấn_đề trước_mắt  ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
841,33,"Tài xế sát_hại nữ_giám_thị có_thể đối mặt_án tử Trao đổi trên báo Tri_thức trực_tuyến , Luật_sư Nguyễn_Anh Thơm ( Đoàn_luật_sư Hà_Nội ) cho_rằng , qua diễn_biến sự_việc và lời_khai ban_đầu của nghi phạm , không loại_trừ khả_năng Tiến_có mục_đích khác ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
842,33,"Cơ_quan điều_tra cần xem_xét các khả_năng xảy_ra trong quá_trình phạm_tội của nghi phạm , để xác_định bản_chất hành_vi phạm_tội , làm căn_cứ xử_lý theo đúng quy_định của pháp_luật ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
843,33,"    Chia_sẻ quan_điểm về khung hình_phạt mà hung_thủ sát_hại nữ_giám_thị 9X có_thể phải nhận , luật_sư Thơm nhấn_mạnh  Điều 19 , Hiến_pháp 2013 quy_định mọi_người có quyền_sống ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
844,33,"Tính_mạng con_người được pháp_luật bảo_hộ ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
845,33,"Không ai bị tước_đoạt tính_mạng trái luật",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
846,33,"Hành vi phạm tội của hung_thủ là đặc_biệt nghiêm_trọng , không_những xâm_hại đến tính_mạng con_người mà còn xâm_phạm đến quyền sở_hữu về tài_sản của công_dân được pháp_luật bảo vệ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
847,33,"Hung_thủ thực_hiện hành_vi phạm_tội vô_cùng tàn_bạo , dã_man ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
848,33,"Anh_ta lợi_dụng công_việc lái taxi chở khách để thực_hiện hành_vi , nhằm mục_đích chiếm_đoạt tài_sản , gây hoang_mang , căm_phẫn trong xã_hội , làm_giảm uy_tín của những người lái_xe taxi chân chính",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
849,33,"Sau_khi giết_người , chiếm_đoạt tài_sản của nữ_sinh , hung_thủ vứt xác nạn_nhân phi_tang nhằm mục_đích che dấu tội_phạm
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
850,33,"Hành_vi này cho_thấy anh_ta không_còn tính người",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
851,33,"Trong thời_gian ngắn , nghi phạm Tiến_phạm 2 tội đặc_biệt nghiêm_trọng được quy_định tại Bộ_luật hình_sự là Giết_người và Cướp tài_sản ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
852,33,"Luật_sư Thơm cho_rằng , kẻ gây_án phải chịu án_tử hình",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
853,33,"Theo thông_tin trên báo Vnexpress , ngày 6/7 , Công_an Hà_Tĩnh tống_đạt quyết_định khởi_tố bị_can , tạm_giam Nguyễn_Văn_Tiến_về hai tội_danh Giết_người và Cướp tài sản",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
854,33,"Theo tài_liệu điều_tra , Tiến_là lái_xe của một hãng taxi trên địa_bàn Hà Tĩnh",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
855,33," 18h30 ngày 3/7 , Phạm_Thị_Oanh_ra Hà_Tĩnh coi_thi THPT quốc_gia vẫy xe Tiến_chở từ TP Hà_Tĩnh xuống xã Thạch Hạ đi_lễ nhà_thờ ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
856,33,"Khoảng 21h , Tiến_quay_lại đón chị này tại nhà bạn , trên đường_về thì nảy_sinh ý_định giết_người , cướp tài sản",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
857,33,"Thực hiện_ý đồ , Tiến_cho xe chạy lòng vòng trong đêm_khuya ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
858,33,"Sau_đó , Tiến_chốt cửa , lùi ghế lái ra sau rồi nhoài bóp_cổ nữ_giám_thị đến chết
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
859,33,"Hắn cướp một túi xách , điện_thoại di_động cùng 250000 đồng ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
860,33,"Vào cuộc điều_tra , công_an triệu_tập Tiến_lên lấy lời khai",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
861,33,"Tiến đã nhận_tội và khai vứt xác nữ_giám_thị dưới cầu_Sú ( huyện Thạch_Hà ) , cách điểm gây_án khoảng 5 km",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
862,33,"Tiến thừa_nhận hôm đó thiếu 300000 đồng để nộp tiền lệnh cho công_ty taxi , nếu không sẽ bị đuổi việc , nên túng_quẫn làm liều",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
863,33,"Quá tức_giận , nhiều lần Tùng đã dọa sẽ giết cả gia_đình nếu ngăn_cản ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
866,36,"Nhưng cả gia_đình chị Thúy_tưởng Tùng chỉ dọa , không_ngờ Tùng lại hành_động ác_tâm khi chính tay giết chị Thúy ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
867,36,"Di_lý hung_thủ giết_hại người_yêu lên miền_Đông
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
868,36,"Ngày 10/5 , Cơ_quan CSĐT Công_an TP.Thủ Dầu Một ( Bình_Dương ) cho_biết , đang tiến_hành tạm_giữ nghi can_liên_quan đến vụ giết_người xảy_ra trên địa_bàn ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
869,36,"Nạn_nhân là nữ_sinh Phan_Cẩm_Thúy ( 23 tuổi , ở Bình_Dương ) ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
870,36,"Thông_tin ban_đầu , chiều ngày 9/5 , mẹ của Thúy gọi_điện_thoại nhưng không liên_lạc được nên gia_đình lo_lắng đi tìm ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
871,36,"Đồng_thời , gia_đình nhờ hiệp_sỹ Bình_Dương_Nguyễn_Thanh_Hải vào cuộc",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
872,36,"Hiệp sỹ Hải đề_nghị đến tiệm bi  da của gia_đình Thúy trên đường 304 , phường Phú_Thọ , TP Thủ Dầu Một ( Bình_Dương ) để tìm_kiếm ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
873,36,"Lúc mở_cửa , nhiều người hoảng_hốt khi phát_hiện thi_thể Thúy nằm gục trên vũng_máu đã khô tại khu_vực quầy tính_tiền
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
874,36,"Cơ_thể nạn_nhân có nhiều vết_đâm
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
875,36,"Với dấu_vết hiện_trường , cơ_quan chức_năng xác_nhận , Thúy đã bị_giết cách đó vài tiếng đồng_hồ
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
876,36,"Gia đình Thúy cho_biết , sáng 9/5 , Thúy đi_thi hết môn ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
877,36,"Buổi_trưa , gia_đình gọi_điện_thoại nhưng máy không đổ_chuông nên mọi_người nghi_ngờ có_chuyện chẳng_lành , đến_khi phát_hiện ra cái_chết của Thúy",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
878,36,"Qua điều_tra ban_đầu , cảnh_sát tình_nghi hung_thủ là quản_lý tiệm bi  da của gia_đình nạn_nhân ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
879,36,"Sau_khi giết Thúy , hung_thủ kéo xác nạn_nhân vào quầy tính_tiền nhằm tránh sự_phát_hiện , rồi đóng_cửa trốn_thoát
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
880,36,"Tối cùng ngày , được sự_động_viên của gia_đình nghi can sát_hại nữ_sinh đã ra đầu_thú , cơ_quan công_an TP.Thủ Dầu Một đã di_lý đối_tượng từ Tiền_Giang về Bình_Dương_phục_vụ công_tác điều_tra
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
882,36,"Sát nhân ham_mê đỏ đenNhững người từng quen_biết Phạm_Văn_Tùng ( 36 tuổi , ngụ Tiền_Giang ) ai cũng biết hắn ham_mê cờ_bạc , nhưng nói_đến chuyện Tùng dám cầm dao đâm người , và nhất_là người_mình từng nói những lời yêu_thương thì cũng chẳng_ai có_thể tin ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
883,36,"Nhưng lòng_người khó ai lường trước , nên mới_đây người_dân thành_phố Thủ Dầu Một nói_riêng và tỉnh Bình_Dương_nói_chung , được một_phen kinh_hoàng khi nghe thông_tin Tùng ra_tay giết_người yêu hắn là chị Thúy",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
884,36,"Mở đầu bi_kịch của cuộc_đời chị Thúy có_lẽ bắt_đầu từ ngày gặp Tùng ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
885,36,"Gia_đình chị Phan CẩmThúy ( 23 tuổi , ngụ Thủ Dầu Một , Bình_Dương ) có mở quán Bi da trên đường 304 ( TP.Thủ Dầu Một , tỉnh Bình_Dương ) , vì không có nhân_lực nên đã thuê Tùng về canh quán ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
886,36,"Chị Thúy đang là sinh_viên , buổi nào bận học thì Tùng canh , còn nghỉ_học thì chị Thúy cũng qua_lại trông_coi quán ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
888,36,"Ngay từ_khi gặp chị Thúy , Tùng đã mê_mẩn cô_gái mới lớn , khuôn_mặt dễ_thương và tính_tình quá hiền_lành ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
889,36,"Chị Thúy vốn sinh_ra trong gia_đình gia_giáo , lớn_lên chưa_từng vấp_váp chuyện gì , nên mọi_thứ trong_mắt chị cũng toàn màu_hồng ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
890,36,"Lúc gặp Tùng , thấy hắn cũng đẹp_trai , ăn_nói lại có_duyên , nên khi hắn ngỏ_lời yêu chị Thúy đã gật_đầu đồng ý",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
891,36,"Quá đau_buồn nên người_nhà đóng_cửa quán im_ỉm , không muốn tiếp ai",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
892,36,"Thời gian đầu , hai người_yêu nhau nhưng vẫn dấu gia_đình , nhưng thời_gian sau thì Tùng muốn công_khai mối quan_hệ này ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
893,36,"Trái_với mong_đợi của Tùng , gia_đình chị Thúy một_mực phản_đối ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
894,36,"Nguyên_nhân cũng chỉ vì , qua tìm_hiểu cuộc_sống của Tùng , gia_đình chị Thúy_biết Tùng ham_mê đỏ_đen ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
895,36,"Mỗi khi có thời_gian rảnh_rang , Tùng lại kiếm kèo đá_gà ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
896,36,"Dù đồng_lương chẳng đáng bao_nhiêu , nhưng cứ mỗi_lần lấy lương là Tùng lại dốc hết vào trò cá_cược ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
897,36,"Thấy Tùng hay sa_vào đỏ_đen , chị Thúy cũng nhiều lần khuyên_can ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
898,36,"Để lấy_lòng người_yêu , hắn cứ ầm ừ cho_qua chuyện ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
899,36,"Nhưng cứ hở ra là hắn lại lẻn_đi cá_độ , dù hắn trốn_đi nhưng cả chị Thúy và gia_đình đều biết ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
900,36,"Vì_vậy , càng ngày , mối quan_hệ của Tùng và chị Thúy càng bị gia_đình cấm_đoán ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
901,36,"Đáng_lẽ ra khi gặp sự_phản_đối chính_đáng ấy , Tùng phải cố_gắng mà tu_sửa bản_thân , để_được vừa_lòng gia_đình người_yêu ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
902,36,"Nhưng với bản_chất côn_đồ , càng ngày Tùng càng cay_cú khi nhận sự_phản_đối của gia_đình người_yêu ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
903,36,"Đáng nói hơn , có lúc Tùng còn lớn tiếng trước ba mẹ chị Thúy tôi nói cho các người biết , nếu mà không cho tôi lấy Thúy , tôi sẽ giết cả_nhà ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
904,36,"Thằng này nói là làm , chứ chẳng phải đùa đâu ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
905,36,"Cái mạng này tôi chẳng tiếc , các người sẽ hối_hận ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
906,36,"Ra tay tàn độc với người_mình yêu     Tưởng_chừng_như đó chỉ_là lời đe_dọa , nhưng rồi vào ngày 95 , buổi_sáng chị Thúy còn bảo với gia_đình đến trường để thi hết môn ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
907,36,"Nghe chị Thúy nói vậy , cả gia_đình cứ đinh_ninh chị Thúy đi_thi ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
908,36,"Nhưng đến trưa , gia_đình không thấy chị Thúy về ăn_cơm , liền điện_thoại hỏi ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
909,36,"Nhưng gọi mãi vẫn không thấy điện_thoại đổ_chuông , nghi có_chuyện chẳng lành nên cả_nhà nháo_nhác đi tìm ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
910,36,"Tìm khoảng một tiếng thì gia_đình chị Thúy còn nhờ cả nhóm hiệp_sỹ săn_bắt cướp đi tìm_kiếm giùm ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
911,36,"Tìm_kiếm gần cả buổi , gia_đình mới sực nhớ mối quan_hệ của chị Thúy với Tùng ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
912,36,"Linh_tính có_chuyện chẳng_lành , cả gia_đình chạy đến quán Bi da",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
913,36,"Hình ảnh nữ_sinh được gia_đình đưa Hiệp_sỹ Nguyễn_Thanh_Hải nhận_dạng đi tìm",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
914,36,"Nhưng khi đến_nơi , quán Bi da đóng im_ỉm ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
915,36,"Qúa lo_lắng , cả gia_đình phá_cửa ra để vào ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
916,36,"Cảnh tưởng kinh_hoàng mà mọi_người chứng_kiến , là khi họ thấy xác chị Thúy_nằm gần quầy thu_ngân , với nhiều vết_thương trên người , những vệt_máu đã khô
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
917,36,"Nhìn cảnh tưởng không_ai có_thể tin được , chị Thúy đã chết trong đau_đớn
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
918,36,"Lúc_đó , những người trong gia_đình chị Thúy nghĩ ngay đến Tùng , ai cũng đi tìm Tùng xem ở đâu , nhưng thấy hắn lặn mất_tăm ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
919,36,"Mọi_người gọi_điện_thoại cũng không thấy Tùng mở_máy , nghi_vấn khả_năng Tùng giết chị Thúy là rất cao",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
920,36,"Anh Nguyễn_Văn_Hùng , một hàng_xóm gần đó cho_biết thường_ngày tôi vẫn thấy quán bi da mở quán khoảng 8h , nhưng hôm_đó tôi thấy đến giờ mà không có ai mở quán ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
921,36,"Đến chiều thì rất nhiều người tập_trung , tôi có chạy sang xem thì thấy Thúy_nằm với nhiều vết_thương
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
922,36,"Trông cô bé đáng_thương lắm , sống hiền_lành thế_mà chết trong đau_đớn
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
923,36,"Tôi nghi ngay là có_chuyện thằng Tùng làm_ác , vì nhìn mặt thằng này nó gian_ác lắm ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
924,36,"Thấy thương cho gia_đình Thúy , ai cũng ăn ở hiền_lành ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
925,36,"Còn chị Trần_Anh_Thư , một người_bạn của chị Thúy thì buồn_bã nói Thúy là người rất hòa đồng , bạn ấy luôn tốt_bụng với bạn_bè ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
926,36,"Trong nhóm chơi với_nhau , ai cũng quý bạn ấy lắm ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
927,36,"Nhưng chuyện_tình_yêu thì Thúy ít chia_sẻ , em cũng có biết bạn ấy yêu Tùng , nhưng không_biết nhiều về anh_chàng này ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
928,36,"Khi gặp Thúy vào sáng_ngày xảy_ra vụ_án , Thúy đòi chia_tay và Tùng không đồng_ý ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
929,36,"Lúc_đầu , Tùng năn_nỉ Thúy cho Tùng cơ_hội , nhưng cô_gái này nhất_quyết muốn chia_tay ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
930,36,"Bởi , Thúy đã bao_lần nghe Tùng hứa sẽ từ_bỏ đỏ_đen , nhưng Tùng cứ hứa rồi lại chứng nào tật nấy",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
931,36,"Chị Thư bạn của Thúy",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
932,36,"Thấy không_thể thuyết_phục được người_yêu , Tùng đã dùng dao đâm nhiều nhát cho tới khi thấy Thúy chết trên vũng_máu ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
933,36,"Đâm Thúy_xong , Tùng vào rửa tay_chân , hắn quá hoảng_loạn nên bắt xe về_quê để lẩn_trốn
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
934,36,"Nói về chuyện Tùng từng hành_hung chị Thúy , một người_nhà của chị Thúy cho_hay Tùng là đứa rất côn_đồ , mấy ngày trước tôi nghe_nói Hùng_gọi Thúy ra nơi bãi đất vắng rồi đánh Thúy ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
935,36,"Khi_đó , Thúy cố_gắng van_xin rồi chạy_trốn khỏi Tùng , Tùng còn đe_dọa giết Thúy rồi tử tự nếu không lấy_được nhau ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
936,36,"Chúng_tôi cũng nhiều lần khuyên Thúy không_nên kéo_dài mối quan_hệ này , có_lẽ vì thấy bản_chất Tùng như_thế mà Thúy không_thể kéo_dài mãi ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
937,36,"Có_lẽ Thúy đã thực_sự muốn chia_tay , nên hắn đã ra_tay ác_độc như_thế ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
938,36,"Một giáo_viên dạy Thúy ( xin dấu tên ) cho_biết Thúy là một sinh_viên hiền_lành chăm_chỉ , em ấy rất chăm_học ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
939,36,"Được các thầy_cô và bạn_bè quý_mến ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
940,36,"Học ở trường , Thúy nhiệt_tình tham_gia công_tác phong_trào của lớp , cả_trường rất đau_lòng khi Thúy bị giết_chết ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
941,36,"Những ngày sau khi Thúy bị_giết , cả gia_đình Thúy đau_lòng không muốn tiếp_xúc với ai ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
942,36,"Một người_thân của Thúy cho_biết cả ba mẹ Thúy khóc suốt , chẳng_ai muốn nói_chuyện gì nữa ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
943,36,"Mọi_người không_thiết_tha ăn_uống gì cả , Thúy là đứa_con ngoan của gia_đình ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
944,36,"Biết Thúy yêu cái đứa ăn_chơi , tệ hơn là suốt_ngày lao_vào cá_độ bóng banh , lại hay có thói côn_đồ ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
945,36,"Hở ai nói gì là chỉ muốn nổi_nóng , nhìn Tùng không_ai ưa nổi ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
946,36,"Chúng_tôi bây_giờ cũng chỉ mong cơ_quan pháp_luật xử đúng người đúng_tội , dù_rằng thực_ra em tôi chết cũng đã chết rồi ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
947,36,"Cái mạng sống của em tôi không_thể_nào bù_đắp được , Tùng có trả_giá mấy cũng không_thể làm em tôi sống_lại được ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
948,36,"Sau khi khám_nghiệm pháp_y , cơ_quan công_an đã trao_trả xác chị Thúy cho gia_đình để tổ_chức tang_ma theo tập_tục của địa_phương ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
949,36,"Cái cám_cảnh đau_thương tang_tóc khi cơ_quan công_an trả xác ấy cứ ám_ảnh mãi những người chứng_kiến ,  thêm phần tố_cáo tội_ác của kẻ_sát_nhân ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
955,37,"Hiện vụ_việc đang được cơ_quan công_an tiếp_tục điều_tra làm rõ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
956,37,"Khi mọi_người đang bày_hàng ra để bán thì bất_ngờ một thanh_niên chạy vào bịt_miệng cô_gái rồi dùng dao đâm liên_tiếp
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
957,37,"Sau_đó , nam thanh_niên cũng tự đâm vào mình tự_sát
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
958,37,"Vụ án mạng xảy_ra sáng_ngày 7/6 , tại khu chợ Thanh_Bình ( phường Thanh_Bình , TP Hải_Dương ) ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
959,37,"Nạn nhân được xác_định là chị Vương Thị H  ( SN 1997 , trú_tại xã_An_Châu , huyện Nam_Sách ) và nghi_can là Phạm_Văn_Trưởng ( SN 1990 , trú tại xã Đồng_Lạc , Nam_Sách ) ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
961,37,"Trao đổi trên báo Vietnamnet , bà Đỗ_Thị_Tình  chủ cửa_hàng quần_áo ở chợ Thanh_Bình , đối_diện với shop quần_áo bé Xinh nơi nạn_nhân bán_hàng vẫn chưa hết bàng_hoàng cho_biết , vào_khoảng 7h15 , mọi_người trong chợ đang bày_hàng ra để bán ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
962,37,"Đột_nhiên , một thanh_niên chạy vào và bịt_miệng cô_gái , rồi dùng dao đâm liên_tiếp nhiều nhát
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
963,37,"Sau_đó nam thanh_niên kia cũng tự đâm vào mình
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
964,37,"Thấy vậy , bà_chủ đứng ở trước_cửa_nhà hô_hoán người_dân đến_cứu_giúp ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
965,37,"Một_số người_dân đã lấy xe_máy chở cả_hai đến Bệnh_viện đa_khoa tỉnh Hải_Dương ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
966,37,"Nhưng do bị đâm nhiều nhát , cô_gái đã tử_vong , còn nam thanh_niên vẫn đang được cấp_cứu   bà Tình nhớ lại",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
967,37,"Theo bà Tình , H  là cô_gái khá xinh_xắn , hiền_lành nên chủ_nhà đã cho_ăn_uống và ở luôn cùng với gia_đình họ , mỗi khi lĩnh lương H  đều gửi_tiền về cho bố mẹ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
969,37,"Nó giết con tôi dã_man quá Trao_đổi trên báo Gia_đình amp ; Xã_hội , anh Vương_Văn_Nguyên ( 43 tuổi , bố H ) đau_xót cho_biết Gia_đình và địa_phương đã tiến_hành làm_lễ an_táng cho_cháu
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
970,37,"Tôi đau_xót và căm_giận Trưởng vì nó giết con tôi dã_man quá
",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
971,37,"Tôi và Trưởng không có thù_hằn gì với_nhau , thậm_chí gia_đình tôi còn tạo việc_làm cho nó làm_việc và trả công đàng_hoàng  ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
